https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_101_m_33_et._7293251932?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVYmp0MkxmVldLcDh6bGVCIjt9fk0mKT8AAAA,,,,2.8 м,1988,нет,спортивная площадка,,7.1 м²,студия,,,,10.1 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_16_m_19_et._7293853377?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzSU9iUHRTVFJlTVNXT1o4Ijt9crSb7j8AAAA,,"мусоропровод, газ",,,1960,нет,"детская площадка, спортивная площадка",гардеробная,,студия,,,,16 м²,,,"открытая во дворе, за шлагбаумом во дворе",1,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 9,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_17_m_112_et._7269601705?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1akpHNDRXb09uRTZSNVcxIjt9_kv-sj8AAAA,,мусоропровод,,,1977,нет,"детская площадка, спортивная площадка",,,студия,,,,17 м²,во двор,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_185_m_4064_et._7351321595?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDb0NVcWRpV0lVTzBkVHJJIjt9F-S8Bj8AAAA,,,,2.7 м,,1,"закрытая территория, детская площадка, спортивная площадка",,6.2 м²,студия,"Корпус 2, 1 этап",,ЖК «Level Звенигородская»,18.5 м²,во двор,без отделки,,3,,совмещенный,договор долевого участия,Сдача в 1 кв. 2028,,монолитный,ДДУ по ФЗ 214,,40 из 64,64
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_11_m_19_et._7342102049?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRRmMzamdwT3ZmU3hRT29zIjt9dVl7Qz8AAAA,,мусоропровод,возможна ипотека,2.7 м,1969,нет,"детская площадка, спортивная площадка",,,студия,,,,11 м²,на солнечную сторону,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_302_m_1113_et._7343843290?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUYzlGS2JBTGtBWklYbzN4Ijt9dbxUlD8AAAA,балкон,консьерж,возможна ипотека,3 м,2018,1,"закрытая территория, детская площадка",,28.2 м²,студия,,"кухня, хранение одежды, спальные места",,30.2 м²,на улицу,,"подземная, за шлагбаумом во дворе",2,дизайнерский,совмещенный,свободная,,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",монолитный,,,11 из 13,13
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_27_m_2654_et._7338472869?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFNG5HN1V0R29ZNWdpSnV5Ijt9BiuT2j8AAAA,,,,3 м,,,,,11.6 м²,студия,"Этап 1, Корпус 1 (ANNA)",,ЖК «JOIS»,27 м²,во двор,предчистовая,подземная,1,,совмещенный,,Сдача в 4 кв. 2027,,монолитный,ДДУ по ФЗ 214,,26 из 54,54
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_19_m_19_et._7342176673?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVYTduMmdycVRpY1IzZDRzIjt9aEreZT8AAAA,,"мусоропровод, газ",возможна ипотека,2.7 м,1970,нет,"детская площадка, спортивная площадка",,,студия,,,,19 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_155_m_19_et._7216376512?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtTm1xVHM4Ym0wbWJhVWttIjt97JI4Kz8AAAA,,,,3 м,1959,,,,,студия,,,,15.5 м²,на солнечную сторону,,,1,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_17_et._7248060423?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVYmp0MkxmVldLcDh6bGVCIjt9fk0mKT8AAAA,,,возможна ипотека,3.2 м,1934,нет,детская площадка,,,студия,,,,10 м²,во двор,,"открытая во дворе, за шлагбаумом во дворе",1,евро,совмещенный,свободная,,,кирпичный,,,1 из 7,7
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._4838377494?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNjJDRXhSSjdHaTBYdUVnIjt9tIJbsj8AAAA,,мусоропровод,,,1969,нет,"детская площадка, спортивная площадка",,,студия,,,,12 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_168_m_316_et._7325565263?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbmtIbEtLcVpsR3Nsd3ZVIjt9z_nryz8AAAA,балкон,,,2.8 м,1988,нет,спортивная площадка,,7.1 м²,студия,,,,16.8 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_155_m_17_et._4471320170?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZVjlyVXpOczM5SGxWN2xIIjt9dde3Qj8AAAA,,,,3.2 м,1934,нет,детская площадка,,,студия,,,,15.5 м²,,,"открытая во дворе, за шлагбаумом во дворе",1,евро,совмещенный,свободная,,,кирпичный,,,1 из 7,7
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_257_m_958_et._3371546829?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtOTByQUluVFVBTE41OWlkIjt9Y5h1MT8AAAA,,,возможна ипотека,3 м,,,,,13.7 м²,студия,Корпус 1,,ЖК «Обручева 30»,25.7 м²,,чистовая,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,,9 из 58,58
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_133_m_55_et._7332168781?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJxMmlnaWtEVTNnODZ1QzRvIjt92ZTcID8AAAA,,,,2.9 м,1927,нет,детская площадка,,8.7 м²,студия,,,,13.3 м²,во двор,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_112_et._7248470321?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDanZRd1ZsWGllVHdLY2huIjt9hopPKD8AAAA,,мусоропровод,возможна ипотека,2.6 м,1969,1,"детская площадка, спортивная площадка",,,студия,,,,12 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_10_m_15_et._7322987573?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eDNTR3g3RUhZckF4YW9PIjt9gLaU_T8AAAA,,,,,,,,,,студия,,,,10 м²,,,,,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_187_m_66_et._7261992815?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDanZRd1ZsWGllVHdLY2huIjt9hopPKD8AAAA,,,,2.8 м,1927,нет,детская площадка,,7.1 м²,студия,,,,18.7 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,6 из 6,6
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_132_m_112_et._7350943074?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOTGtvSUdGVnZxMUtSNmJWIjt9qBalJD8AAAA,,мусоропровод,,,1979,1,"детская площадка, спортивная площадка",,,студия,,,,13.2 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_198_m_1024_et._7320011913?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVdlYxQ2NQUXVoMmF2M2c3Ijt9fKZ93z8AAAA,,,возможна ипотека,2.8 м,2022,1,"закрытая территория, детская площадка",,9.5 м²,студия,,,,19.8 м²,на улицу,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,монолитный,,,10 из 24,24
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_155_m_217_et._3799265915?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4Sk1yQ1pIZExaSnlRVHZJIjt9x0wqPD8AAAA,,мусоропровод,возможна ипотека,2.8 м,2014,1,"детская площадка, спортивная площадка",,,студия,,,,15.5 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,2 из 17,17
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_14_m_111_et._7255820749?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4Sk1yQ1pIZExaSnlRVHZJIjt9x0wqPD8AAAA,,газ,,3 м,1952,нет,"закрытая территория, детская площадка, спортивная площадка",,10 м²,студия,,,,14 м²,во двор,,за шлагбаумом во дворе,2,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 11,11
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_11_et._7365500564?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqSlVZTFZjUDdmNVZGblVnIjt9B3AA9j8AAAA,,,,,1976,нет,"детская площадка, спортивная площадка",,,студия,,,,10 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,1 из 1,1
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_27_m_16_et._4731110157?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzSU9iUHRTVFJlTVNXT1o4Ijt9crSb7j8AAAA,,,,2.8 м,,,,,24.5 м²,студия,,,,27 м²,во двор,,открытая во дворе,,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 6,6
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._7319119340?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbE5wcFZnQmtaNlp6M0JiIjt9aA3nKD8AAAA,,,,,,,,,10 м²,студия,,,,12 м²,,,,,дизайнерский,,свободная,,,кирпичный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_16_et._7286328715?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRRmMzamdwT3ZmU3hRT29zIjt9dVl7Qz8AAAA,,,,3 м,1929,нет,детская площадка,,,студия,,,,10 м²,,,,нет,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 6,6
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_14_m_33_et._7332117992?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJpSXNBUjdPRHd2d3JNeDgwIjt9tiwkoT8AAAA,,,,2.7 м,1988,нет,детская площадка,,7.1 м²,студия,,,,14 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_168_m_316_et._7325796666?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJSUUM4b200VU5ZNnpTck1zIjt9E8OJ6j8AAAA,балкон,,,3 м,1988,нет,детская площадка,,7.1 м²,студия,,,,16.8 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_13_m_114_et._7319320987?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJCeHVwVXllYnMwSzgzbHZEIjt9A90BUj8AAAA,,мусоропровод,,2.7 м,1977,нет,"детская площадка, спортивная площадка",,11 м²,студия,,,,13 м²,во двор,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 14,14
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_143_m_55_et._7300097045?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ1U21VTXFlbzkwR1pJWWhyIjt9zG5wYT8AAAA,,,,2.9 м,1927,нет,детская площадка,,8.5 м²,студия,,,,14.3 м²,во двор,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_212_m_218_et._4550445767?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcmUzR3UxdG16SnlkVkJOIjt99HrDGj8AAAA,,,,2.8 м,2021,1,"детская площадка, спортивная площадка",,,студия,,,,21.2 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,монолитный,,,2 из 18,18
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_17_m_220_et._7325818595?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJQOGVyeE5jZHZ5VmMxNHlJIjt9fOrAqz8AAAA,,,возможна ипотека,2.7 м,2023,1,"детская площадка, спортивная площадка",,,студия,,,,17 м²,во двор,,"подземная, открытая во дворе",1,требует ремонта,совмещенный,свободная,,,монолитный,,,2 из 20,20
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_138_m_112_et._7351990024?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQmJqZE1Sakw4U0Y3MEljIjt9x8Km_j8AAAA,,мусоропровод,,2.6 м,1979,1,"детская площадка, спортивная площадка",,,студия,,,,13.8 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_174_m_116_et._7293414766?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJxMmlnaWtEVTNnODZ1QzRvIjt92ZTcID8AAAA,,,,2.8 м,1988,нет,спортивная площадка,,7.1 м²,студия,,,,17.4 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,1 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_197_m_2331_et._7322636876?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUYzlGS2JBTGtBWklYbzN4Ijt9dbxUlD8AAAA,,,,2.7 м,2021,4,"закрытая территория, детская площадка, спортивная площадка",,8.8 м²,студия,,"кухня, хранение одежды, спальные места",,19.7 м²,"на улицу, на солнечную сторону",,"подземная, за шлагбаумом во дворе",нет,евро,совмещенный,свободная,,"кондиционер, холодильник, посудомоечная машина",монолитный,,,23 из 31,31
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_112_et._7250344005?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2aWFGZGxGWTlyS0t5SzdyIjt9Kl2y_j8AAAA,,мусоропровод,,2.6 м,1982,нет,детская площадка,,6 м²,студия,,,,10 м²,во двор,,открытая во дворе,2,евро,совмещенный,свободная,,,панельный,,,1 из 12,12
